City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
296,Molina,CL,2022-04-05 19:23:46,-35.1167,-71.2833,79.38,35,0,8.05
297,Mahebourg,MU,2022-04-05 19:23:46,-20.4081,57.7,77.29,100,75,11.5
298,Paka,MY,2022-04-05 19:23:47,4.6374,103.4368,75.13,100,46,0.0
299,Sri Aman,MY,2022-04-05 19:23:47,1.2376,111.4621,75.25,94,100,1.14
300,Oktyabrskoye,RU,2022-04-05 19:23:47,43.0645,44.7417,37.54,93,100,6.71
301,Songea,TZ,2022-04-05 19:23:48,-10.6833,35.65,64.85,93,10,3.06
302,Anakapalle,IN,2022-04-05 19:23:48,17.6833,83.0167,82.35,93,6,5.06
303,Chauk,MM,2022-04-05 19:23:48,20.8833,94.8167,84.63,57,26,6.82
304,Pochutla,MX,2022-04-05 19:23:49,15.7432,-96.4661,84.02,36,0,12.01
305,Pingliang,CN,2022-04-05 19:23:49,35.5392,106.6861,53.82,17,0,4.47
306,Sibu,MY,2022-04-05 19:23:50,2.3,111.8167,73.71,100,40,3.44
307,Narsaq,GL,2022-04-05 19:23:50,60.9167,-46.05,43.02,69,30,3.94
308,Lamar,US,2022-04-05 19:23:50,33.6668,-95.5836,81.64,73,40,10.36
309,Cadereyta,MX,2022-04-05 19:23:51,25.5833,-99.9833,98.28,8,37,5.75
310,Irricana,CA,2022-04-05 19:22:04,51.3237,-113.6048,51.44,32,99,25.5
311,Mathbaria,BD,2022-04-05 19:23:51,22.2876,89.9593,77.76,86,24,8.81
312,Saint-Pierre,RE,2022-04-05 19:23:51,-21.3393,55.4781,78.48,91,75,5.75
313,Panjab,AF,2022-04-05 19:23:52,34.388,67.0233,48.61,27,0,2.95
314,Limon,CR,2022-04-05 19:23:52,10.0,-83.0333,82.29,78,75,3.44
315,Temerin,RS,2022-04-05 19:23:52,45.4086,19.8892,46.22,54,0,2.55
316,Smidovich,RU,2022-04-05 19:23:53,48.6,133.8167,27.3,76,99,21.85
317,Asbe Teferi,ET,2022-04-05 19:23:53,9.0833,40.8667,68.49,31,33,2.73
318,Pevek,RU,2022-04-05 19:23:53,69.7008,170.3133,-25.11,100,100,5.03
319,Kafanchan,NG,2022-04-05 19:23:53,9.5833,8.3,83.64,27,58,2.51
320,Caconda,AO,2022-04-05 19:23:54,-13.7333,15.0667,64.94,81,99,2.57
321,Bhilwara,IN,2022-04-05 19:19:06,25.35,74.6333,84.69,11,60,7.63
322,Mar Del Plata,AR,2022-04-05 19:23:54,-38.0023,-57.5575,76.87,41,0,18.41
323,Saint George,US,2022-04-05 19:19:58,37.1041,-113.5841,79.95,17,0,19.57
324,Ossora,RU,2022-04-05 19:24:51,59.2353,163.0719,8.76,95,89,6.11
325,Robertsport,LR,2022-04-05 19:20:22,6.7533,-11.3686,80.17,86,8,10.67
326,Norman Wells,CA,2022-04-05 19:24:55,65.282,-126.8329,1.44,55,0,3.44
327,Diffa,NE,2022-04-05 19:24:55,13.3154,12.6113,89.49,7,0,4.79
328,Alekseyevskoye,RU,2022-04-05 19:24:55,55.3071,50.1135,25.14,93,9,8.57
329,Gornopravdinsk,RU,2022-04-05 19:24:56,60.05,69.9,34.03,86,76,14.72
330,Yuksekova,TR,2022-04-05 19:24:56,37.5736,44.2872,45.95,74,100,4.18
331,Chuy,UY,2022-04-05 19:24:56,-33.6971,-53.4616,71.78,32,0,7.02
332,Portland,US,2022-04-05 19:22:50,45.5234,-122.6762,54.84,59,75,10.36
333,Saint Anthony,US,2022-04-05 19:24:57,45.0205,-93.218,41.49,89,100,16.11
334,Kisangani,CD,2022-04-05 19:24:57,0.5167,25.2,73.49,85,100,3.18
335,Skibbereen,IE,2022-04-05 19:24:57,51.55,-9.2667,52.11,95,100,24.16
336,Mango,US,2022-04-05 19:24:58,27.9797,-82.3065,91.11,59,0,13.8
337,Itarema,BR,2022-04-05 19:24:58,-2.9248,-39.9167,82.4,79,7,10.16
338,Areka,ET,2022-04-05 19:24:58,7.0667,37.7,70.77,38,60,4.7
339,Matara,LK,2022-04-05 19:24:59,5.9485,80.5353,76.14,87,61,2.82
340,Kidal,ML,2022-04-05 19:24:59,18.4411,1.4078,94.57,4,5,11.86
341,Sharan,RU,2022-04-05 19:24:59,54.8167,54.0,22.46,93,13,6.31
342,Makakilo City,US,2022-04-05 19:25:00,21.3469,-158.0858,79.12,67,0,12.66
343,Abu Kamal,SY,2022-04-05 19:25:00,34.4506,40.9171,77.02,17,43,7.81
344,Terryville,US,2022-04-05 19:25:00,40.909,-73.0651,56.46,53,100,8.05
345,Tanete,ID,2022-04-05 19:25:00,-3.9443,119.7848,73.83,96,59,1.9
346,Aripuana,BR,2022-04-05 19:25:01,-9.1667,-60.6333,80.17,93,77,3.24
347,Pout,SN,2022-04-05 19:25:01,14.7739,-17.0603,70.56,73,20,21.85
348,Esil,KZ,2022-04-05 19:25:01,51.9556,66.4042,32.07,96,13,9.44
349,Kalianget,ID,2022-04-05 19:25:02,-7.05,113.9333,79.36,76,100,3.4
350,Shumskiy,RU,2022-04-05 19:25:02,54.8318,99.1328,35.49,88,100,4.21
351,Tateyama,JP,2022-04-05 19:25:03,34.9833,139.8667,57.58,80,100,4.88
352,Bereda,ES,2022-04-05 19:25:03,43.2686,-7.5406,45.57,77,0,5.77
353,Raudeberg,NO,2022-04-05 19:25:03,61.9875,5.1352,30.96,53,95,14.07
354,Ternate,ID,2022-04-05 19:25:04,0.8,127.4,80.85,81,90,8.43
355,Tuatapere,NZ,2022-04-05 19:21:20,-46.1333,167.6833,48.88,81,32,12.57
356,Hit,IQ,2022-04-05 19:25:04,33.6416,42.8251,78.53,17,98,5.99
357,Cidreira,BR,2022-04-05 19:25:04,-30.1811,-50.2056,70.65,70,20,9.46
358,Talcahuano,CL,2022-04-05 19:25:05,-36.7167,-73.1167,64.08,68,0,13.8
359,Nalut,LY,2022-04-05 19:25:05,30.3333,10.85,84.49,12,0,8.95
360,Ponta Delgada,PT,2022-04-05 19:25:05,37.7333,-25.6667,59.72,63,75,4.61
361,Bilibino,RU,2022-04-05 19:25:06,68.0546,166.4372,-17.34,91,15,4.0
362,Hualmay,PE,2022-04-05 19:25:06,-11.0964,-77.6139,74.52,72,52,10.29
363,Hearst,CA,2022-04-05 19:25:06,49.6835,-83.6665,44.85,96,98,6.06
364,Emerald,AU,2022-04-05 19:25:07,-23.5333,148.1667,69.94,78,100,3.44
365,Acacias,CO,2022-04-05 19:22:06,3.987,-73.758,77.05,78,85,3.24
366,Salalah,OM,2022-04-05 19:25:07,17.0151,54.0924,78.89,89,20,2.3
367,Onega,RU,2022-04-05 19:25:07,63.9061,38.1404,33.37,84,100,16.46
368,Anadyr,RU,2022-04-05 19:25:08,64.75,177.4833,-7.1,71,0,11.18
369,Margate,GB,2022-04-05 19:25:08,51.3813,1.3862,54.1,69,17,17.6
370,Anloga,GH,2022-04-05 19:26:08,5.7947,0.8973,82.99,82,25,12.5
371,Eyl,SO,2022-04-05 19:26:09,7.9803,49.8164,80.08,69,19,11.52
372,Kuala Terengganu,MY,2022-04-05 19:26:09,5.3302,103.1408,78.75,94,20,2.3
373,Port Lincoln,AU,2022-04-05 19:21:48,-34.7333,135.8667,60.39,79,13,14.07
374,Esperance,AU,2022-04-05 19:26:09,-33.8667,121.9,60.64,72,85,6.91
375,Vanimo,PG,2022-04-05 19:26:10,-2.6741,141.3028,77.61,84,100,6.33
376,Shahrud,IR,2022-04-05 19:26:10,36.4182,54.9763,64.49,26,0,6.26
377,Luang Prabang,LA,2022-04-05 19:24:10,19.8856,102.1347,73.26,78,26,1.19
378,Okha,RU,2022-04-05 19:26:10,53.5739,142.9478,29.37,98,100,15.05
379,Kawalu,ID,2022-04-05 19:26:11,-7.3817,108.2082,71.51,97,99,1.43
380,Ajaccio,FR,2022-04-05 19:26:11,42.0,8.9167,44.65,66,0,4.61
381,Adeje,ES,2022-04-05 19:26:11,28.1227,-16.726,63.48,52,75,2.3
382,Mahon,ES,2022-04-05 19:26:11,39.8885,4.2658,52.36,66,40,10.36
383,Batemans Bay,AU,2022-04-05 19:26:12,-35.7167,150.1833,63.1,87,100,5.53
384,Cherskiy,RU,2022-04-05 19:26:12,68.75,161.3,-20.69,99,35,1.66
385,Mutsu,JP,2022-04-05 19:26:12,41.2894,141.2169,43.5,85,7,4.29
386,Belmonte,BR,2022-04-05 19:26:13,-15.8631,-38.8828,82.45,67,9,7.07
387,Lar,IN,2022-04-05 19:26:13,26.2039,83.9717,79.99,10,3,5.66
388,Moskovskiy,RU,2022-04-05 19:26:13,55.5991,37.355,33.78,88,100,13.42
389,Tautira,PF,2022-04-05 19:26:14,-17.7333,-149.15,81.82,80,40,23.06
390,Vallenar,CL,2022-04-05 19:26:14,-28.5708,-70.7581,86.54,16,0,8.52
391,Amuntai,ID,2022-04-05 19:26:14,-2.4177,115.2494,73.67,99,100,0.69
392,Ancud,CL,2022-04-05 19:26:14,-41.8697,-73.8203,57.22,92,100,14.25
393,Lavrentiya,RU,2022-04-05 19:26:15,65.5833,-171.0,-5.6,91,30,7.72
394,Rurrenabaque,BO,2022-04-05 19:26:15,-14.4413,-67.5278,91.29,70,75,4.61
395,Suruc,TR,2022-04-05 19:26:15,36.9761,38.425,61.95,47,100,3.42
396,Honningsvag,NO,2022-04-05 19:26:16,70.9821,25.9704,31.75,69,75,24.16
397,Rudbar,AF,2022-04-05 19:26:16,30.15,62.6,83.68,7,0,10.6
398,Broome,US,2022-04-05 19:26:16,42.2506,-75.833,63.32,38,0,9.22
399,Indramayu,ID,2022-04-05 19:26:17,-6.3264,108.32,78.39,83,86,4.88
400,Parabel,RU,2022-04-05 19:26:17,58.6978,81.4825,38.5,94,61,10.31
401,Halapitan,PH,2022-04-05 19:23:20,7.9175,125.33,70.16,99,100,2.24
402,Chateaudun,FR,2022-04-05 19:26:17,48.0833,1.3333,51.94,92,95,7.2
403,Bowen,AU,2022-04-05 19:26:18,-20.0167,148.2333,70.75,91,79,6.42
404,Ilheus,BR,2022-04-05 19:26:18,-14.7889,-39.0494,84.02,74,40,9.22
405,West Wendover,US,2022-04-05 19:26:18,40.7391,-114.0733,47.41,27,20,13.8
406,Zhovtneve,UA,2022-04-05 19:26:19,50.6637,24.2492,38.62,86,100,12.44
407,Vila Velha,BR,2022-04-05 19:22:32,-20.3297,-40.2925,87.75,74,0,13.8
408,Gazli,UZ,2022-04-05 19:26:19,40.1333,63.45,76.82,19,100,9.8
409,Kruisfontein,ZA,2022-04-05 19:26:19,-34.0033,24.7314,60.89,70,6,17.67
410,Concordia,AR,2022-04-05 19:26:20,-31.393,-58.0209,78.87,54,75,7.0
411,Roald,NO,2022-04-05 19:26:20,62.5833,6.1333,34.32,86,75,10.36
412,Pomabamba,PE,2022-04-05 19:23:10,-8.8333,-77.4667,61.99,53,52,7.02
413,Kouroussa,GN,2022-04-05 19:26:20,10.65,-9.8833,95.52,24,72,1.68
414,Santa Rosa,PH,2022-04-05 19:24:46,14.3122,121.1114,75.18,94,100,10.0
415,Olecko,PL,2022-04-05 19:26:21,54.0337,22.507,30.9,76,98,6.71
416,Sorland,NO,2022-04-05 19:22:14,67.667,12.6934,31.86,65,100,28.99
417,Okhotsk,RU,2022-04-05 19:27:21,59.3833,143.3,11.5,84,100,9.8
418,Mareeba,AU,2022-04-05 19:27:21,-17.0,145.4333,70.52,95,62,2.06
419,Muyezerskiy,RU,2022-04-05 19:27:22,63.9333,31.65,31.6,94,100,16.22
420,Locri,IT,2022-04-05 19:27:22,38.2414,16.2623,57.33,82,100,1.34
421,Tarko-Sale,RU,2022-04-05 19:22:33,64.9225,77.785,34.5,100,100,21.5
422,Monte Alegre,BR,2022-04-05 19:27:22,-2.0078,-54.0692,80.46,87,97,3.83
423,Axim,GH,2022-04-05 19:27:23,4.8699,-2.2405,81.7,82,25,7.09
424,Fare,PF,2022-04-05 19:27:23,-16.7,-151.0167,82.99,75,6,21.32
425,Qaqortoq,GL,2022-04-05 19:27:23,60.7167,-46.0333,33.89,84,50,3.38
426,Muzhi,RU,2022-04-05 19:27:24,65.3667,64.6667,17.08,94,100,20.87
427,Ust-Maya,RU,2022-04-05 19:27:24,60.4167,134.5333,11.25,96,100,4.85
428,Acarau,BR,2022-04-05 19:26:25,-2.8856,-40.12,83.12,77,22,10.29
429,Taltal,CL,2022-04-05 19:27:24,-25.4,-70.4833,71.28,58,33,6.87
430,Gat,IL,2022-04-05 19:27:00,31.61,34.7642,78.4,28,100,0.85
431,Dalbandin,PK,2022-04-05 19:23:38,28.8947,64.4101,79.7,7,0,5.93
432,Skegness,GB,2022-04-05 19:27:25,53.1436,0.3363,54.57,74,100,16.58
433,Lorengau,PG,2022-04-05 19:27:25,-2.0226,147.2712,81.82,81,100,14.88
434,Ferkessedougou,CI,2022-04-05 19:27:25,9.6,-5.2,88.99,38,100,4.59
435,Karlskrona,SE,2022-04-05 19:26:03,56.1616,15.5866,36.05,68,91,14.41
436,Alice Springs,AU,2022-04-05 19:27:26,-23.7,133.8833,69.22,32,13,0.0
437,Serebryansk,KZ,2022-04-05 19:27:26,49.6925,83.2892,31.82,92,50,6.33
438,Vestmannaeyjar,IS,2022-04-05 19:27:26,63.4427,-20.2734,32.86,48,100,14.67
439,Dawlatabad,AF,2022-04-05 19:27:27,36.4141,64.9053,74.34,23,89,2.57
440,Wasilla,US,2022-04-05 19:27:08,61.5814,-149.4394,33.06,91,100,10.36
441,Islamkot,PK,2022-04-05 19:27:27,24.6997,70.177,80.64,36,82,11.39
442,Sao Joao Da Barra,BR,2022-04-05 19:27:27,-21.6403,-41.0511,86.09,78,55,5.61
443,Puerto Leguizamo,CO,2022-04-05 19:27:28,-0.1934,-74.7819,84.58,75,66,3.4
444,Rocha,UY,2022-04-05 19:27:28,-34.4833,-54.3333,77.13,21,0,2.53
445,Gangapur,IN,2022-04-05 19:27:28,26.4833,76.7167,83.73,7,25,6.55
446,Kaoma,ZM,2022-04-05 19:27:29,-14.7833,24.8,66.06,95,100,3.91
447,Geraldton,AU,2022-04-05 19:27:29,-28.7667,114.6,64.81,72,14,9.22
448,Tura,IN,2022-04-05 19:27:29,25.5198,90.2201,72.79,82,7,6.38
449,Cao Bang,VN,2022-04-05 19:27:30,22.6667,106.25,65.1,75,9,1.99
450,Poum,NC,2022-04-05 19:27:30,-20.2333,164.0167,77.31,94,100,46.44
451,Kuito,AO,2022-04-05 19:27:30,-12.3833,16.9333,61.48,90,100,1.74
452,Myra,IT,2022-04-05 19:27:30,45.4358,12.1348,53.15,79,0,5.75
453,Popondetta,PG,2022-04-05 19:27:31,-8.7537,148.2534,72.57,95,93,3.02
454,Gorodovikovsk,RU,2022-04-05 19:27:31,46.0878,41.9335,39.65,90,6,6.26
455,Whitehorse,CA,2022-04-05 19:25:27,60.7161,-135.0538,36.1,53,75,15.01
456,Codajas,BR,2022-04-05 19:27:31,-3.8367,-62.0569,83.41,83,65,2.37
457,Alyangula,AU,2022-04-05 19:27:32,-13.8483,136.4192,73.27,100,1,2.3
458,Calimete,CU,2022-04-05 19:27:32,22.5333,-80.9061,93.58,39,5,16.08
459,Marsh Harbour,BS,2022-04-05 19:27:32,26.5412,-77.0636,77.56,75,78,15.86
460,Katherine,AU,2022-04-05 19:27:21,-14.4667,132.2667,80.92,74,40,8.05
461,Ziro,IN,2022-04-05 19:27:33,27.6333,93.8333,51.01,98,100,1.25
462,Mweka,CD,2022-04-05 19:27:33,-4.85,21.5667,75.42,73,59,1.61
463,Shellbrook,CA,2022-04-05 19:27:33,53.2168,-106.4011,36.63,93,100,13.8
464,Maymyo,MM,2022-04-05 19:28:34,22.0333,96.4667,71.73,53,63,2.01
465,Fort Nelson,CA,2022-04-05 19:27:48,58.8053,-122.7002,36.99,52,20,3.44
466,Souillac,MU,2022-04-05 19:28:34,-20.5167,57.5167,77.38,100,75,11.5
467,Pavino,RU,2022-04-05 19:28:34,59.1139,46.1414,26.47,91,24,7.18
468,Saint-Augustin,CA,2022-04-05 19:28:35,51.226,-58.6502,33.67,99,100,14.45
469,Umm Lajj,SA,2022-04-05 19:28:35,25.0213,37.2685,82.36,40,6,7.16
470,Altay,CN,2022-04-05 19:28:35,47.8667,88.1167,42.89,45,3,9.42
471,Uray,RU,2022-04-05 19:24:54,60.1247,64.7758,31.59,92,95,12.17
472,Sungaipenuh,ID,2022-04-05 19:28:36,-2.0833,101.3833,65.32,98,100,1.05
473,Albertville,US,2022-04-05 19:28:36,34.2676,-86.2089,64.35,76,100,5.75
474,Port Hardy,CA,2022-04-05 19:28:36,50.6996,-127.4199,46.4,70,40,9.22
475,Namibe,AO,2022-04-05 19:28:36,-15.1961,12.1522,70.57,80,4,8.03
476,Mingshui,CN,2022-04-05 19:28:37,36.7167,117.5,51.06,74,0,5.44
477,Beringovskiy,RU,2022-04-05 19:28:37,63.05,179.3167,-10.61,92,19,5.93
478,Sao Gabriel Da Cachoeira,BR,2022-04-05 19:28:37,-0.1303,-67.0892,76.42,96,100,2.24
479,Shahr-E Kord,IR,2022-04-05 19:28:38,32.3256,50.8644,49.77,20,0,4.61
480,Kasongo-Lunda,CD,2022-04-05 19:28:38,-6.4667,16.8167,71.83,98,100,0.78
481,Rottingdean,GB,2022-04-05 19:28:38,50.8098,-0.0594,53.29,64,75,16.11
482,Gilgit,PK,2022-04-05 19:28:39,35.9221,74.3087,61.05,44,5,3.76
483,Tazovskiy,RU,2022-04-05 19:28:39,67.4667,78.7,33.13,99,100,19.1
484,Chadiza,ZM,2022-04-05 19:28:39,-14.0678,32.4392,66.96,94,100,2.04
485,Inhambane,MZ,2022-04-05 19:28:40,-23.865,35.3833,80.58,83,40,11.5
486,Katsuura,JP,2022-04-05 19:26:59,35.1333,140.3,56.59,82,100,2.17
487,Mehran,IR,2022-04-05 19:28:40,33.1222,46.1646,77.13,20,75,7.43
488,Soe,ID,2022-04-05 19:28:40,-9.8607,124.284,64.11,93,80,2.98
489,Opuwo,NA,2022-04-05 19:28:41,-18.0607,13.84,71.4,34,0,1.05
490,Ilam,NP,2022-04-05 19:28:41,26.9167,87.9167,65.88,73,6,5.06
491,Naze,JP,2022-04-05 19:28:41,28.3667,129.4833,49.12,65,83,0.6
492,Rabupura,IN,2022-04-05 19:28:41,28.25,77.6,80.82,8,100,3.18
493,Cubara,CO,2022-04-05 19:28:42,7.0008,-72.1085,88.63,54,72,1.12
494,Verkhnevilyuysk,RU,2022-04-05 19:28:42,63.4453,120.3167,-12.41,100,100,3.33
495,Oussouye,SN,2022-04-05 19:28:42,12.485,-16.5469,82.58,59,1,16.64
496,Watertown,US,2022-04-05 19:28:07,42.3709,-71.1828,64.18,32,100,11.5
497,Akdepe,TM,2022-04-05 19:28:43,42.0551,59.3788,62.69,47,100,13.82
498,Arlit,NE,2022-04-05 19:28:43,18.7369,7.3853,93.94,5,36,11.97
499,La Ronge,CA,2022-04-05 19:28:43,55.1001,-105.2842,44.85,45,40,18.41
500,Valparaiso,CL,2022-04-05 19:28:44,-33.0393,-71.6273,66.43,59,0,11.5
501,Kokstad,ZA,2022-04-05 19:28:44,-30.5472,29.4241,55.72,48,0,4.36
502,Rawlins,US,2022-04-05 19:23:44,41.7911,-107.2387,37.29,23,100,44.87
503,Troitskoye,RU,2022-04-05 19:28:44,52.9821,84.6757,43.11,84,100,7.49
504,Comodoro Rivadavia,AR,2022-04-05 19:28:45,-45.8667,-67.5,57.06,88,75,13.8
505,Tenabo,MX,2022-04-05 19:28:45,20.05,-90.2333,100.4,21,5,5.59
506,Basqal,AZ,2022-04-05 19:28:45,40.7552,48.391,45.59,60,53,3.31
507,Sibolga,ID,2022-04-05 19:28:46,1.7427,98.7792,76.28,88,97,3.47
508,Victoria Point,AU,2022-04-05 19:28:46,-27.5833,153.3,70.45,94,63,8.37
509,Tiarei,PF,2022-04-05 19:28:46,-17.5333,-149.3333,86.02,79,18,24.96
510,Sibut,CF,2022-04-05 19:28:47,5.718,19.0739,71.73,90,100,6.91
511,Dingli,MT,2022-04-05 19:29:47,35.8614,14.3822,55.81,88,0,5.75
512,Kashi,CN,2022-04-05 19:29:47,39.4547,75.9797,63.61,22,0,8.95
513,Apac,UG,2022-04-05 19:29:47,1.9756,32.5386,75.72,52,57,3.13
514,Nassjo,SE,2022-04-05 19:29:48,57.6531,14.6968,31.12,76,50,4.72
515,Caravelas,BR,2022-04-05 19:25:56,-17.7125,-39.2481,82.67,65,4,7.56
516,Isangel,VU,2022-04-05 19:29:48,-19.55,169.2667,78.96,84,100,6.82
517,Hammerfest,NO,2022-04-05 19:27:49,70.6634,23.6821,28.85,80,75,32.21
518,Mount Gambier,AU,2022-04-05 19:29:49,-37.8333,140.7667,57.11,94,75,10.36
519,Kaka,TM,2022-04-05 19:29:49,37.3482,59.6143,64.4,50,100,4.05
520,Erzin,TR,2022-04-05 19:29:49,36.9559,36.2,63.97,39,40,3.33
521,Balykshi,KZ,2022-04-05 19:29:43,47.0667,51.8667,44.6,87,75,8.95
522,Aykhal,RU,2022-04-05 19:29:50,66.0,111.5,-9.6,100,100,4.34
523,Almeirim,BR,2022-04-05 19:29:50,-1.5233,-52.5817,81.03,81,99,3.38
524,Hunterville,NZ,2022-04-05 19:29:50,-39.9333,175.5667,62.69,89,66,10.31
525,Innisfail,AU,2022-04-05 19:29:51,-17.5333,146.0333,73.45,83,42,4.63
526,Nemuro,JP,2022-04-05 19:29:51,43.3236,145.575,38.14,94,100,17.43
527,Bangangte,CM,2022-04-05 19:29:51,5.1409,10.5198,63.23,87,100,2.66
528,Freeport,US,2022-04-05 19:25:32,40.6576,-73.5832,56.97,51,100,10.36
529,Dudinka,RU,2022-04-05 19:29:52,69.4058,86.1778,19.53,79,94,15.1
530,Sao Filipe,CV,2022-04-05 19:29:52,14.8961,-24.4956,71.01,73,3,13.53
531,Bismarck,US,2022-04-05 19:26:47,46.8083,-100.7837,47.26,71,100,18.41
532,Turukhansk,RU,2022-04-05 19:29:52,65.8167,87.9833,32.52,84,100,18.16
533,Kintampo,GH,2022-04-05 19:29:53,8.0563,-1.7306,89.44,40,100,5.12
534,Saint-Joseph,RE,2022-04-05 19:29:53,-21.3667,55.6167,77.38,86,50,8.46
535,Crestview,US,2022-04-05 19:29:53,30.7621,-86.5705,63.73,63,100,20.33
536,Clyde River,CA,2022-04-05 19:29:54,70.4692,-68.5914,8.83,78,20,3.44
537,Puerto Princesa,PH,2022-04-05 19:29:54,9.7392,118.7353,79.09,85,100,7.4
538,Korla,CN,2022-04-05 19:29:54,41.7597,86.1469,61.39,24,2,3.51
539,La Poza,MX,2022-04-05 19:29:55,20.1167,-96.9667,103.68,23,38,8.81
540,Javanrud,IR,2022-04-05 19:29:55,34.7961,46.5172,54.07,47,22,3.18
541,Mandalgovi,MN,2022-04-05 19:29:55,45.7625,106.2708,37.47,51,15,6.55
542,Verkhoyansk,RU,2022-04-05 19:29:56,67.5447,133.385,-19.77,100,97,0.89
543,Priargunsk,RU,2022-04-05 19:29:56,50.3691,119.1012,17.83,40,1,7.49
544,Hambantota,LK,2022-04-05 19:29:56,6.1241,81.1185,77.81,84,40,4.97
545,Sydney,AU,2022-04-05 19:25:43,-33.8679,151.2073,67.1,91,75,11.5
546,Victoria,HK,2022-04-05 19:25:36,22.2855,114.1577,70.18,77,26,1.01
547,Kieta,PG,2022-04-05 19:29:41,-6.2167,155.6333,78.71,87,100,2.19
548,Minab,IR,2022-04-05 19:27:18,27.1467,57.0801,79.75,53,0,4.0
549,Dingle,PH,2022-04-05 19:27:31,10.9995,122.6711,75.16,92,100,7.23
550,Puerto Montt,CL,2022-04-05 19:29:58,-41.4698,-72.9447,59.83,100,100,1.14
551,Nisia Floresta,BR,2022-04-05 19:29:59,-6.0911,-35.2086,85.01,75,100,11.16
552,Abengourou,CI,2022-04-05 19:27:58,6.7297,-3.4964,84.92,60,100,6.62
553,Kuzhener,RU,2022-04-05 19:29:59,56.8111,48.9128,26.22,96,32,9.48
554,Inuvik,CA,2022-04-05 19:29:59,68.3499,-133.7218,-3.14,54,40,3.44
555,Olafsvik,IS,2022-04-05 19:30:00,64.8945,-23.7142,28.6,65,88,33.13
556,Tual,ID,2022-04-05 19:31:00,-5.6667,132.75,82.2,68,100,7.36
557,Fort Collins,US,2022-04-05 19:29:00,40.5853,-105.0844,57.04,32,0,28.77
558,Myrtle Beach,US,2022-04-05 19:28:39,33.6891,-78.8867,75.27,73,40,11.5
559,Kadambur,IN,2022-04-05 19:31:00,8.9833,77.8667,81.0,68,53,4.61
560,Casimiro Castillo,MX,2022-04-05 19:31:01,19.6,-104.4333,94.98,16,80,8.3
561,Asau,RO,2022-04-05 19:31:01,46.4333,26.4,47.32,69,100,5.68
562,Ahuimanu,US,2022-04-05 19:31:01,21.4447,-157.8378,80.31,71,75,12.66
563,Mehamn,NO,2022-04-05 19:31:02,71.0357,27.8492,30.15,74,75,19.57
564,Walvis Bay,NA,2022-04-05 19:31:02,-22.9575,14.5053,61.75,82,0,3.44
565,Antalaha,MG,2022-04-05 19:31:02,-14.9003,50.2788,75.49,93,100,5.41
566,Irpa Irpa,BO,2022-04-05 19:31:03,-17.7167,-66.2667,82.4,37,78,5.3
567,Neepawa,CA,2022-04-05 19:27:09,50.2289,-99.4664,36.0,98,100,10.85
568,Tarnow,PL,2022-04-05 19:31:03,50.0138,20.987,44.53,87,100,10.42
569,Kilembe,UG,2022-04-05 19:31:03,0.2,30.0,65.07,74,63,4.09
570,Viamao,BR,2022-04-05 19:31:04,-30.0811,-51.0233,75.67,72,40,9.22
571,Saint-Denis,FR,2022-04-05 19:31:04,48.9167,2.3333,54.37,79,100,10.36
572,Guanica,PR,2022-04-05 19:31:04,17.9716,-66.908,84.13,71,47,15.93
573,Asbury Park,US,2022-04-05 19:31:05,40.2204,-74.0121,54.28,72,100,6.91
574,Meulaboh,ID,2022-04-05 19:31:05,4.1363,96.1285,76.82,87,93,3.74
575,Aksum,ET,2022-04-05 19:31:05,14.1245,38.7244,68.47,24,0,15.19
576,Hargeysa,SO,2022-04-05 19:31:06,9.56,44.065,70.95,43,1,5.61
577,Touba,CI,2022-04-05 19:31:06,8.2833,-7.6833,83.82,47,80,2.06
578,Vila Franca Do Campo,PT,2022-04-05 19:31:06,37.7167,-25.4333,59.41,67,23,4.25
579,Aguimes,ES,2022-04-05 19:31:07,27.9054,-15.4461,61.66,55,75,16.11
580,Mackenzie,CA,2022-04-05 19:31:07,55.2999,-123.1698,37.62,70,75,6.91
